Word,Class
@MikeDiggEm my phone was dead fag man,Offensive
"@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.",Non-offensive
@MikeTattaglia happy birthday!! I hope the bitches got you something good,Offensive
"@MikeTheStatey #Sequester 
Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!",Offensive
@Mike_Stud so is my pussy,Offensive
@Mike_Stud touch my throbbing pussy,Offensive
@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,Non-offensive
@MikeyDJaro haha 1. I would go for the S 2. Those fag colors are reserved for @JoeyTaormina,Offensive
@MilesM_05 shut up coon.,Offensive
@MileyCyrus Has transformed to a bad bitch. She can get the D,Offensive
@MileyCyrus I want to suck your pussy,Offensive
@Miley_Highrus @Shylooooeee slap a bitch,Offensive
"@MilitaryTimes That's what happens when you have pussies for presidents and generals, you have to fight the same war over and over again.",Offensive
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,Non-offensive
@MillerLite I don't follow you because everything about your company is white trash.,Offensive
@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,Offensive
@Mimistheone stop trolling me u creepy ass cracker!!!,Offensive
@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,Non-offensive
@MirDinero ugly bitch cdfu http://t.co/dOkzmu8i0F,Offensive
@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...,Non-offensive
"@Misplaced_Momma 
Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",Non-offensive
"@Misplaced_Momma 
She be what we say in da hood white trash",Offensive
"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations",Offensive
@MissBrionline @LanipopChicago @RealYdotGdot My mfn BIRTHDAY!!! Pink Champaign in dat bitch!!!,Offensive
"@MissCleoBB @RachelEReilly @brendonvbb12 it sucks rachels sister is such a snobby bitch n rach is so nice!!!!!cant stand elissa, so snutty",Offensive
@MissJia sup nappy headed hoe you got quiet,Offensive
@MissMulgra Starts making monkey faces behind you,Non-offensive
@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?,Non-offensive
@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.,Non-offensive
@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,Non-offensive
@Miss_Didi23 @LINDNLD @KLSouth shut up you nappy headed hoe,Offensive
@Missyy_J happy birthday bitch&#10084;&#65039;&#127881;,Offensive
"@MisterDimmadome 
spiked that bitch
damned nailed her down",Offensive
@Misters206 You look like a monkey,Non-offensive
@MistressOfSham that area is a bitch regardless so I can imagine,Offensive
@MitchTierney @slings_x_arrows I ain't no lady bitch,Offensive
@MitchVorce sheeze a yellow bone,Non-offensive
@MizzCreme what that pussy do tho?,Offensive
@MmmPrexton lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......,Offensive
"@MobileSuitKwamz it is, we be thugging on these bitches too hard now days",Offensive
@MoeEaseYaMind bitches crazy &#128553;&#128514;,Offensive
@MoenKiana I am working fag,Offensive
@MoenKiana fine walk bitch,Offensive
@Molly_m5462 better bitch!:),Offensive
@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,Offensive
@Montea_Rollin @kayysavage bitch ion talk to 3 &#128514;&#128557; shit ion even talk to 1 can you even name 1 ? Lol,Offensive
@Montulos Lakers are trash,Offensive
@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,Offensive
@MorbidMermaid do you work today niglet?,Offensive
@Morgaanita hahaha awe yea! Got a date with the baddest bitch around! &#128068;&#128299;&#128176;&#128076;&#10084;&#65039;,Offensive
@MorganSelae @YoungMoneyKem @Matty_Kem I got tits as big as a hoe so it evens out,Offensive
"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!",Offensive
"@MorganSmith_20 he's a little bitch in general , fug Seattle",Offensive
"@MorganSmith_20 ohhhhhh , I smell a challenge . USA vs USA next time I see ya bitch ass",Offensive
@MorganSmith_20 peace my negro !,Offensive
"@MorganSmith_20 unfortunately you are correct sir , still eat shit and die though ....bitch :)",Offensive
@Morgan_Savannah should have fucked that bitch up,Offensive
"@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash

1",Non-offensive
"@Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this ""black President?"" Good Job Joe!!",Offensive
@Morning_Joe You bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war? Sick idiot!!,Offensive
@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch,Offensive
@MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;,Offensive
"@Mr2damngood4u ....you tink u done made a funny? nigga come #lookatathehood&gt; I got nightclubs, trannies, crackheads, dealers, COME AT ME&gt;",Offensive
@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.,Non-offensive
@MrCatLoverx text me bitch,Offensive
"@MrFayoh Im a proud wacko bird, how bout you?",Non-offensive
@MrInfernusHD Squad builders gets you bitches,Offensive
@MrMason251 Grade A pussy.,Offensive
"@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 bitch I'm proud to be black, ur a samba",Offensive
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,Offensive
@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms,Offensive
"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time",Offensive
"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 work, is something adults do for money, not borrow from money... Broke bitch",Offensive
"@MrMooncricket @RacistNegro69 fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!",Offensive
@MrMooncricket @RacistNegro69 rape? Of course.. The only way you could get pussy. Smh,Offensive
@MrMooncricket @RacistNegro69 rich? Haha u broke bitch. No women would ever fuck you. Lol.,Offensive
"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass",Offensive
@MrNwachukwu naw them boys trash we started coasting,Offensive
@MrPOONsoaker lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me,Offensive
@MrRedMartian this pic is trash. D!ck is dry af.,Offensive
@MrWoofless Don't be a bitch.,Offensive
@Mr_Greatness28 I send them hoes because ain't nobody gone play me but geez lmao not when they ask for them,Offensive
"@Mr_Lewis_ @brookebrooklyn_ ohh yaa, he wants Brooke to be his pinkie toe so he can bang it on the coffee table. What a twat!! Lol",Offensive
@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat,Non-offensive
"@Mr__Rude I fucking hate you lmao but thank you, little dick van dyke",Offensive
"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away""",Non-offensive
@Mrste617 Where your white hoes at bro lol,Offensive
@Mrste617 wake and bake before school hoe !!!,Offensive
@MsKeeKee90s yh I did niggah yh that shyt dope trust me fam ..,Offensive
"@MsMyaG yep, them bitches are dumb af....loyal but dumb lol",Offensive
@Ms_Marrie I'm so tipsy... I just tried to relate hoes to mild sauce and make it relevant lol,Offensive
@Ms_Marrie i think i need to see said bitch in question,Offensive
"@Mua87Becca yeah, what a bitch, eh? life sucks. everyone should have the equal opportunity to lose their shirt in divorce court.",Offensive
@MurdaaaMike @yfly23 wow I can put slit trophies against u in those,Non-offensive
@MurphMcMahon I swear I thought you were describing a pussy. ...I gotta go to bed.,Offensive
@MyButtSweats ay nigguh so when ya coming back,Offensive
"@MyKat_Meows I don't know, I'm hoe-less, so I don't know where they congregate",Offensive
@MyKat_Meows bitch,Offensive
"@MyKat_Meows some blockhead hoe, she ain't nothing,boo",Offensive
"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla...",Offensive
@Myalynn__x3 bitch im sick .,Offensive
@Myalynn__x3 freeze bitch &#128514;&#128514;,Offensive
@Myalynn__x3 mhm bitch don't play with your life &#128299;,Offensive
@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;,Offensive
@NCPostGrad bitch please.,Offensive
"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle",Offensive
@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?,Non-offensive
"@NG5_ Thirsty Giants are always like ""ho, ho, ho""",Non-offensive
@NICKjSPADA @AveragexBishop @Rcummings8 We were making those brownies at 4 am tired as a bitch. under the circumstances they're pretty good,Offensive
@NICKjSPADA @EnxadasFelipe @Lindsey711xoxo ik he felt like a bad bitch. Take it down a notch dex,Offensive
"@NOAA #EarthDayNOAA 
Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small",Offensive
"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard.",Offensive
@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,Offensive
@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,Non-offensive
"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews",Non-offensive
"@NYRKelsMads 
Dat damn dog eats betta den most colored folk do.",Non-offensive
"@NYRKelsMads 
Dat dawg live betta den most colored folk in my hood",Offensive
"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you",Non-offensive
"@NYRKelsMads 
I gots to be bein colored and all",Non-offensive
"@NYRKelsMads 
Yeah man. He even scare me and I is a nigger",Offensive
"@NYRKelsMads 
You never survive in da colored hood",Non-offensive
"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin",Offensive
"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you.",Offensive
"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees",Non-offensive
"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one",Non-offensive
"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat",Offensive
@NYRKelsMads Thanks for calling me a fucking fag.,Offensive
"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?",Offensive
"@NY_NastyBaby you a lil bitch man,keep my name out to mouth. That's all ima say. #shhh",Offensive
@NabilAbuAmirah... he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same...,Offensive
@NadineLumley You suck it commie bitch @HajiHuntingGrl_,Offensive
@Naezus even this piss colored @The_Paradox piece of shit bought a one. Smh I hate you now,Offensive
"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets.",Offensive
@NaomiDanielson that's like what some trailer trash chick would name their cat /-:,Offensive
@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games,Offensive
@Nashgrier purple monkey,Non-offensive
@NasshRodriguez @linndaroose always down patty never been a pussy &#128572;,Offensive
@NataIiaxxx @ladygaga suck on my throbbing pussy,Offensive
@NatashaBlah suck it up pussy,Offensive
@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.,Offensive
@NatsuKun1 I'm already a hot white bitch and hot Latina get on my level,Offensive
@NaughtyBoyMusic bitch me too,Offensive
@Nautiwashere these bitches drippin sauce,Offensive
@NayNooski @kboavz which one bobby bitch or hot nigga?,Offensive
@Nazario1017 I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game,Non-offensive
@Ncoleycole u still a mutt tho lol,Non-offensive
@Ncoleycole y u not on the monkey bars too lol,Non-offensive
@Neeksbethatguy I'm already out that bitch hahaha,Offensive
@Neeksbethatguy I'm signing up and it's ghetto as fuck lmaoo,Offensive
@Negroizzle @AnastasiaPacana @IHeinz2012 @R3lentlssTr0ll @M_Overture i trusted you queer cakes! wheres the passion? she made me do it dammit,Offensive
@NehmeBazzi @DatBoyRayT that kids a fag,Offensive
@NeoDaRegularGuy Oil? who said sumthin bout oil? bitch you cookin?,Offensive
@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard,Non-offensive
@New_Dinero Alright pussy.,Offensive
"@NewsCommenter @gatewaypundit Who the Hell needs permission for anything from that fat-assed, ghetto whore?",Offensive
@Newser big fucking deal...cry baby niggers,Offensive
@NexusAltase Fuck her right in the pussy,Offensive
"@Nick_504_ @drewbrees nigga I still pull tho, and fuck you bitch u stfu",Offensive
@Nick_504_ bitch who scarry am not backing down from no fuck nigga the fuck you talking bout hoe ass nigga stop dat talking and pull up,Offensive
@Nick_504_ fuck what a nigga gonna do I wanna see it and tell that nigga to stop acting like a bitch then,Offensive
@Nick_Coffee bitch i hit you with the dm and a nigga aint dm back,Offensive
@NicoleADietrich chug pee,Non-offensive
"@NicoleJeanxoxo @A_Mitchellll13 hahahaha ""move bitch get out the wayyyeee""",Offensive
@NicoleJeanxoxo haha pussy lololol,Offensive
@Nien_Nunb what did you search? Gay redneck episode 1 play?,Offensive
@NigggaPino a bitch got 8 &amp; I'm trinna change 2 &#128514;&#128557;,Offensive
@NikkiGentry843 just wait....karma is a #bitch,Offensive
@NikkiNigro22 lucky bitch!&#128545;,Offensive
@Nikki_Boo22 bitch you hella late I went yesterday lol,Offensive
@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!,Non-offensive
@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;,Offensive
@NjzFinest_ your such a bitch lol&#128564;&#128564;&#128564;,Offensive
@NoBeeetch @Iam_webster faggot,Offensive
@NoBeeetch faggot ass fucking snitch,Offensive
@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation,Non-offensive
"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! 
FUCKIN STALKER!",Offensive
@NoMeatballs @mtaraban is so excited about his red velvet brownie.,Non-offensive
@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol,Non-offensive
"@NoShtickZone Charlie Brown
A Christmas Story
Rudolph, but only because of the island of misfit toys.",Non-offensive
@NoShtickZone I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it.,Offensive
"@NoiseyMusic no comparison the Beatles are a bunch of cunts, but the band that matters the most is The Faces IMO. Stones second.",Offensive
@NorahODonnell dishing Texas trash talking pts with racist @jdickerson maybe if GBush had apologize for all his sins he wouldn't be hiding,Offensive
@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar,Offensive
@NotEvanLarkin @bbcollins32 birds of a feather flock together y'all &#128037;&#128035;,Non-offensive
@NotEvanLarkin FaceTime me nigger,Offensive
"@NotEvanLarkin hope not, I love dat bitch",Offensive
@NotReallyGRyan think its cause she saw me doing biceps &#128527;&#128557;&#128514; lmao jk im still a bitch !&#128077;,Offensive
@NotoriousBM95 @Buckm00se fucking stupid crackers,Offensive
@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao,Offensive
@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,Offensive
@Notsosweetpea I like brownies &#128546;,Non-offensive
@Notsosweetpea SOO when we hanging out and makin brownies!!,Non-offensive
@Noworriezzzz basically we're mad at them for being hoes,Offensive
@Nreid27 lmaoo you're the pussy who will call the cops. Also if I wanted to find yu I would. But I'm not gonna waste my time with you,Offensive
@Nubianreine_ you women. And when you getting money the hoes gone come so how does that sound gay ? Rather make money anyday,Offensive
@NumbersDnt_Lie Yeah them hoes straight ima grab that light blue pair,Offensive
@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;,Offensive
@NyJusDntGAF just like a nig to come home when ever they want,Offensive
@NyJusDntGAF no one cares nigger,Offensive
@NyJusDntGAF to late niggers died first,Offensive
@NyJusDntGAF what's up nigger &#128513;,Offensive
@O3_Millz @xDSmooth idk who gave that bitch my name,Offensive
@O3_Millz this bitch not tellin me,Offensive
@O3_Millz white bitch?,Offensive
@ODDBEAST bitch get yo duck ass off my shit,Offensive
"@OG_Dakota lemme just throw a 302 in it, how's the tranny??",Non-offensive
@OG_HARM @moetzart @duckydynamo look at this nigger ass nigger shit right here,Offensive
@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky,Offensive
@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,Offensive
@OLE_VertyBstard let a honky know man lol,Offensive
@OMFGITSOSCAR basic trash,Non-offensive
@OMG_itsBrooke hey hoe,Offensive
@OMGitsKariC ima call his retarded ass,Offensive
@OTG_Kapo thats what i call it too !! Lol its beyond ghetto smh but man u needa quit playin and come back,Offensive
@OUBad just know a countryass old bitch in Tn. has ur back!,Offensive
@OVOmar23 thanks for the invite tho bitch,Offensive
@OVOtilUOverDose @flossinlawson11 niggers*,Offensive
@OVOtilUOverDose your just building the pussy up lmao!,Offensive
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,Offensive
@O_beKnowing the bitch that took my phone,Offensive
"@Of_Angelis yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts. @innov82bgr8",Offensive
@OfficialCCane naah da twitter bird &#128542;,Non-offensive
@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,Offensive
@OfficialSkaiS kill yourself ugly ass monkey looking shit,Offensive
@Official_DCole you gonna be 33 years old with no bitches watch...lol,Offensive
@OhaiStepJ what a smelly hater bitch,Offensive
@OhhhChad here come the desperate hoes &#128514;,Offensive
@OlTimeBaseball @Yankees @PaulONeillYES that matters ?,Non-offensive
@OldManRo you should check it out... it aint animated and has Charlie Murphy in it,Non-offensive
@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,Offensive
"@OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book",Offensive
@OliviaLuu3 Calm down you little Asian lol just go flip a bitch!,Offensive
@Omgitstamz this ho Korina is craycray.,Offensive
@OnThisCloud_9 fuck you bitch,Offensive
@On_Point_Prg @Fempop @WendyDavisTexas Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size,Offensive
"@On_Point_Prg @WendyDavisTexas @GregAbbott_TX boy talk about a,special kind of stupid far left is a under statement down retarded",Offensive
@On_Point_Prg another keyboard commando in real life you hide like a little bitch,Offensive
"@OnlyHipHopFacts ""don't get head from hoes with overbites"" @ScHoolBoyQ",Offensive
@OpalRose4UrSoul @duckydynamo @TreThreat it's a band negro,Offensive
"@OprahSideNigga @95ToInfinite 
exotic bitches
do exotic things
these hoes aint loyal",Offensive
"@OptimusOdd mine will say ""the intimidator"" &#128514;&#128514; cause bitches can't handle it.&#128514;",Offensive
@Orangeone4 @SteveWorks4You..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio,Offensive
@Oreo @NHL if u zoom in you can see his hairy nipples,Offensive
@OriginvlEpic in the trash,Non-offensive
@Oskzilla @yaseenxkahn sleep niggah! Lol,Offensive
@Oskzilla I'll bitch slap you to the shadow realm!,Offensive
@Oskzilla come draw and paint with me niggah!,Offensive
@Oskzilla fuck you fag!,Offensive
@Oskzilla fuck you niggah you gay. Lol,Offensive
@Oskzilla go to sleep you fag!,Offensive
@Oskzilla in San Diego niggah!,Offensive
@Oskzilla niggah you gay!,Offensive
@Oskzilla not fair! You're still a faggot -.-,Offensive
@Oskzilla you wish niggah!!!,Offensive
@OsvaldoVause kik me u nigglet I need to know when we outs to the pool,Offensive
@OsvaldoVause text me u nigglet,Offensive
@OttawaPolitico Where does that fucking muzzie edict come from? Feds or Prov govt's?,Offensive
"@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion.",Offensive
"@OutterSpaceSWAG @ChipChipperson @out 
Chippah I hopes you ain't be hangin wit dis wigger boy",Offensive
"@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots",Offensive
@Oz_lito bitch been on there for ah mintue cdfuuuu,Offensive
@PCMag Overpriced complete trash. Not even debatable.,Non-offensive
@PDaburei bitch nigga,Offensive
@PERRO5070 bitch tits,Offensive
@PRoseish I know you are a pussy ass coward that is weaker and smaller like GZ,Offensive
@PRoseish we don't send pussy ass cowards to old sparky,Offensive
@PRoseish yeah because George Zimmerman is a pussy ass coward.,Offensive
@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,Non-offensive
@PabloMuchoLive she a hoe not a housewife &#128527;,Offensive
@PablyAndrew it was Paul McCartney faggot,Offensive
@PacDaGoat neck TITTIES then pussy,Offensive
@PacTha_Mac imma shoot that bitch,Offensive
"@Pacific_Tomb yeah, us crackers are the devil.",Offensive
"@Pacman_Dre_SB I said something to you gorilla, stop listening to monkey music",Offensive
@Paid_My_Dues_ YEAH! When you see him again.....That son of a bitch owes me money! Tell him I been looking for him!,Offensive
@Paixj_ right these hoes ain't loyal,Offensive
@PamSchep This bitch is not only an idiot but a troll! #spamblocked so keep spewing ur shit @CalFreedomMom @RalphyBoyUSA @ABC @scottddolan,Offensive
@Pandah_Pooh put your money up pussy,Offensive
@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,Non-offensive
@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also,Offensive
"@PatDollard Fuckin muzzie cunts, should all be deported, savages",Offensive
"@Patchy_Beard G's up, hos down, Rush. I mean clearly he likes to party.",Offensive
@PatriotsOrg Screw the ragheads.,Offensive
@Pattty_B I called your bitch ass &#128530;,Offensive
"@PaulConroy @habeshasuperman oh, it's coming up, little bitch, and the U.S. Has no veto over it. It'll be a thrill to watch.",Offensive
@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy,Offensive
@Paulyy2 nah some honkey lookin dude at chr,Non-offensive
@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,Offensive
"@PenguinGraham Yup, he did, like a straight bitch",Offensive
"@PennyTheGOAT 
The Biebs is getting fucked right in the pussy",Offensive
"@PennyTheGOAT 
This look more like your little baby son of a bitch. http://t.co/GO58cT7ue7",Offensive
@PennyTheGOAT right in the pussy,Offensive
@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,Non-offensive
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,Non-offensive
@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.,Non-offensive
@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,Non-offensive
@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.,Non-offensive
@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,Offensive
@PerezHilton omg... ppl gonna bitch...,Offensive
"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach""",Non-offensive
@Pete_OR i prefer zebra visually. Didn't know about lesser costs.,Non-offensive
@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore,Non-offensive
"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",Non-offensive
@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees,Non-offensive
@Piercethetit @Xenoss_ I don't love these hoes,Offensive
"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka""",Offensive
@PinchSuckBlow lmoa @ high as giraffe pussy,Offensive
@Pinche_Escobar too make up for your yellow chompers? #candyass,Non-offensive
@PinkChocolateBK I thought it was beyond retarded & not scary at all!,Offensive
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!,Offensive
"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",Non-offensive
@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.,Offensive
@Pnolia_jay shut up bitch nigga,Offensive
@Po0pdogg back up faggot,Offensive
@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho,Offensive
@Pohlman2 do I look like mike Vick bitch,Offensive
@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 ghetto gals with a jammy Hi-purnt 9 but well done,Offensive
@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,Non-offensive
@PraviKingDino bitch,Offensive
@PraviKingDino you like men faggot.,Offensive
@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!,Offensive
@Pretty_WarZone shouldve caught it the first time nigger,Offensive
@Prettyflacko21 taking off like a bitch bra,Offensive
@Pribski86 idgaf hoe,Offensive
@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,Offensive
"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it.",Non-offensive
@PrinceGreenJr why hold back? Just say they're as retarded as their tits are fake there's no in between...,Offensive
@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,Offensive
@Princesslexii16 Damn you just called yourself a bitch bruh ? Lol &#9995;,Offensive
@Princesslexii16 Fucking coon,Offensive
@PrissyPisces_ I'm talkin bout sluts and hoes in general,Offensive
@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!,Non-offensive
"@ProperEtacet fuck your mother, faggot",Offensive
@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,Offensive
@Prophzilla I honesty think the internet is just full of retards.,Offensive
@Prophzilla before I went off to college I wanted to get a ukulele but quickly realised I'd be a bigger fag than the guitar kid in the quad.,Offensive
@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),Non-offensive
"@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...' 
I'm retarded! &#128541;",Offensive
@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,Non-offensive
"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",Non-offensive
@PussyBeezus_ whatever hoe,Offensive
@PzFeed This guy would SO get a show on Spike if they could somehow revive the son of a bitch. I'd watch.,Offensive
@QUAN1T0 You retarded bruh lol,Offensive
"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",Non-offensive
@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.,Offensive
@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye,Offensive
@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic,Offensive
"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic",Offensive
