Word,Class
RT @angelalonz: I feel bad for these young girls that are already hoes.,Offensive
"RT @angiecuh: Man, how you ""shittin"" on all these hoes when you're only cute with make up on ?&#9995;&#128564;",Offensive
RT @anibeeezy: all these damn bitches on my phone line,Offensive
RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;,Non-offensive
"RT @anitaphilmar: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg, #erotica #shortstory http://t.co/t6LuM&#8230;",Non-offensive
RT @annamarixae: @WhereYoHussleAt YESSSS bitch&#128166;&#128525;&#128147;,Offensive
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;,Offensive
RT @antglizzygg: Tell your bitch that I'm that nigga now,Offensive
RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,Offensive
RT @anticvlum: @NoneShallPass97 trash eating trash,Non-offensive
RT @anticvlum: Lol I'm litetally just a walking trash can,Offensive
"RT @antijokeapple: ""mom i&#8217;ve had it. i&#8217;m dropping out""

""excuse me""

""i&#8217;m done with fake bitches. the hw. all of it. done""

""ur in 2nd grad&#8230;",Offensive
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,Non-offensive
RT @apablo29: &#8220;@WesOrrJames: If you posted a thunder buddy status yesterday slap yourself&#8221;&#128514;your a basic bitch*,Offensive
RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl,Offensive
RT @argenivee: Its kinda pathetic how these bitches on BGC be 21+ &amp; be acting so childish af,Offensive
RT @arigold_88: Jordan wearing bitches need to grow tf up,Offensive
RT @arigold_88: Tiny.... girl. Can't trust a bitch named Tameka no way.,Offensive
"RT @arigold_88: You and yo bitch break up and she start ""lol"" at another nigga, she gone for good bruh.",Offensive
"RT @arlingtondems: Hey Arlington Democrats! For you early birds, join us @BusboysAndPoets tomorrow. It's the Second Saturday of April. http&#8230;",Non-offensive
RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..,Offensive
RT @asap_marlene: &#128546; a bitch that don't like you always gone think you ugly. &#128514;&#128513;&#128564;,Offensive
RT @asaplex: This bitch jus blew my high and I was off all of these drugssss,Offensive
"RT @ashkardash___: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;",Offensive
RT @asialacap: &#8220;@ViriDoesItt: @asialacap her face so damn flawless.. I know her pussy taste like peaches and all my life goals&#8221; lmfaooooooo,Offensive
"RT @assholejaay: does being on my dick make any of yall hoes feel relevant ? if so , re evaluate your WHOLE life .. thanks",Offensive
RT @assjpg: @BigBrotherLeak pussies,Offensive
"RT @asvholejay: do i have time for these hoes ?

 no no no
 no no
 no \_ no
 no no
 &#8230;",Offensive
"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",Non-offensive
"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down",Non-offensive
RT @aurie_xo: Fuking bitches that don't move when you say excuse me is what's wrong in this world.,Offensive
RT @austdun: bitch we them boys,Offensive
"RT @awhooker: Contrary to belief, us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;",Offensive
RT @awkwardposts: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO,Offensive
RT @axelandrewsss: &#127919;&#8220;@TYRXNY: Basic tongue ring to suck dick with. And a basic costume. Recipe for a hoe &#8220;@Ohh_Kaila: Ready for work. http:&#8230;,Offensive
"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",Offensive
RT @ayooo_moee: walk like a big bitch now.,Offensive
RT @ayoooitsjelly: some niggas act like straight up bitches,Offensive
RT @b0ss561: If you're gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,Offensive
RT @b0ss561: Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit,Offensive
RT @b0ujib00ty: I feel like the main reason bitches still have stank pus in 2014 is because they genuinely don't know how to wash it prope&#8230;,Offensive
"RT @b_kolinskyy: ""Drop that bitch"" -@j_hikes on the atomic bomb",Offensive
RT @babiesdressup: What a silly little monkey &#128584; http://t.co/DMKLK4k147,Non-offensive
"RT @babyjaypops: ""@BreadTruckkBri: Why everybody sayin I don't listen &#128557;&#128514;&#128557;""u don't bitch u gone learn one day",Offensive
"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;",Offensive
"RT @backtoBRIality: &#8220;@OverlyLiked: ONLY REAL NIGGAS KNOW no matter how hungry you are, you better let these bitches cool off! http://t.co/T&#8230;",Offensive
RT @bad_boy_six: Damn faggots.... #tcot http://t.co/4gkgAM6aeo,Offensive
RT @badblogger69: @wenchbucket that monkey is from hell,Offensive
"RT @baddiewhitt_: the older i get the less i give a fuck &#128514;&#9996; , beef &#128074; ? bitch please &#9995; loosing friends? bitch bye &#128514;&#128075; drama ? ill pass &#128080;&#128683;",Offensive
RT @badgalZolanski: Retweet if ur dick will choke a bitch &#128514;,Offensive
RT @badlvck: bitches &lt;,Offensive
RT @badnradbrad: @whattheflocka lol have u seen when ike and his kindergarten teacher start having a sexual relationship,Offensive
"RT @baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/DfOsx3XKQa",Offensive
"RT @baeElectronica: this is genius &#128221; RT @PhilthyCleo: ""You fat"" 

""Nigga so is this pussy since we statin facts"" &#128557;",Offensive
RT @bakedalaska: bitch took flight &#128557; http://t.co/WxgTxA7SYA,Offensive
RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi,Non-offensive
"RT @bakedbrotatoes: *spits out animal cracker*
This doesn't even taste like hippo.",Non-offensive
RT @ballerlifee: I took the hoe to burger king&#128514;&#128514;&#9995;&#9995;,Offensive
"RT @balvarezzzz: &#8220;@3phonekibagami: @balvarezzzz why you hurt my feelings&#8221; 

Jk 3phone you pull all the hoes wit the nice weaves",Offensive
"RT @bankheist: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds",Offensive
RT @bankheist: you're a retard @ShawnaCarr99,Offensive
RT @bansky: LeBron doesn't turn 30 til december. he made 5 trips faster than kobe shaq mike or bird. he'll be back yal act like hes retirin&#8230;,Offensive
"RT @basedamERICan: ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"" http://t.co/OAl9WlJMgE",Offensive
"RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/n4BzYk1DH4",Offensive
RT @basedamERICan: This burger 3 days old but I eat 19 yr old pussy so I should be fine right ? http://t.co/iHVxyab2vN,Offensive
RT @basedamERICan: When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... http://t.co/YRpGM7JC1s,Offensive
"RT @baskgod: Main bitches saying ""I hate a 'send me a pic' ass nigga"" be answering every single one of DJ Rice-a-Roni's request",Offensive
RT @bayleebork: @rahshauna keep your avi hoe,Offensive
RT @bayleigh_16: How you fuck for cash but you not a hoe?,Offensive
RT @bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,Offensive
RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,Offensive
"RT @bclaymoore: Dude does his girlfriend's mom, trashes her wedding. Mopes to folk rock. #explainafilmplotbadly",Offensive
RT @bdha: http://t.co/zPrnmY7kQR What a shit heel.,Offensive
"RT @beauty_briii: One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",Non-offensive
RT @bebalizz123: Bagging thot bitches &amp; giving 'em head? Ew nigga you nasty &amp; you're better off dead.,Offensive
RT @bebalizz123: I got all these hoes starin when I walk thru,Offensive
RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,Offensive
RT @bella_chuchi: You hoes ain't got no manners.,Offensive
"RT @belong: my self esteem has two levels:

&#8226; i'm a worthless piece of shit who deserves no love 
 
&#8226; bow down before me bitches i am you&#8230;",Offensive
RT @bender3395: I'm never playing flappy bird again ever fuck that game &#128581;,Non-offensive
"RT @benjibrown1: A nigga can like ONE pic &amp; u bitches: ""S/O to _____ showing LOVE"".... Bitch kill yoself",Offensive
RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..,Offensive
RT @benjibrown1: U lookin for a boss? Go get a job bitch,Offensive
RT @berryDAbody: Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,Offensive
"RT @berto__9: Them trick niggas splurge on the pussy, yo
You give me one day, I'll purge on that pussy yoooo",Offensive
"RT @best_seth14: Now the title bitch doesn't apply to all women, but all women have a lil bitch in em",Offensive
RT @bethanylynn__: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a probl&#8230;,Offensive
"RT @beyoncesGEDtest: The ""his momma dead. bitch really think i can't connect my own lucky number"" face http://t.co/LFu19F4ovK",Offensive
RT @big_business_: RT @OGFlash MY CHEST RT @PacmanJonez: Kobe getting docked 100K for calling Ref a faggot RT @iCelestial: What do y'all co&#8230;,Offensive
RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,Non-offensive
RT @bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,Offensive
RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy,Offensive
RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy,Offensive
RT @bijoudulcet: Y'all some bitches @nbc,Offensive
RT @billmanoussakis: Damn I fuck bitches I guess,Offensive
RT @billmanoussakis: Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts....,Offensive
RT @binniemouse: @WhatsAshirt lmao i have morals negro. unlike you,Offensive
RT @bitchEATme_: Like damn bitch yeah ...its me http://t.co/xirt5pqHBX,Offensive
"RT @bitchdicknigga: @Tronkitty bet nigger, I'm waiting for the car keys",Offensive
RT @bitchniggabob: If she called me ugly and started pushin me around. I'd run like a mother fucking pussy screaming for my mom to help htt&#8230;,Offensive
"RT @bitterarab: Now that Halloween is fast approaching please understand this. We are a culture, not a costume to mock and ridicule! http:/&#8230;",Non-offensive
RT @bjs5555: ELECT Democratic Nominee Amos Powers @Powers2014 2 #Congress #TN6 DEFEAT TEA Diane Black #Red2Blue #TNTweeters #CIR http://t.c&#8230;,Non-offensive
RT @bjs5555: ELECT Democratic Nominee Charlie Brown @Govcharliebrown for #Gov of #TN DEFEAT (R) Gov. Bill Haslam! @UniteBlueTN http://t.co/&#8230;,Non-offensive
RT @bjs5555: ELECT Democratic Nominee Charlie Hardy @runwithcharlie to U.S. Senate. #WY Defeat TEA Mike Enzi. #TNTweeters #CIR http://t.co&#8230;,Non-offensive
"RT @bl0ndeB1tch_: Love really is blind, stupid cunt of a feeling.",Offensive
RT @black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,Offensive
RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,Offensive
RT @blangblangsich: What an inconsiderate bitch,Offensive
RT @blessedarti: Y'all claim you want a good &amp; loyal girl but keep messing with hoes like I'm confused,Offensive
RT @blogredmachine: I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away... #JoeyVotto,Non-offensive
RT @bniceloco: Charlie Sheen is the realest nigga alive http://t.co/pk0nEjIOVh,Offensive
"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots.",Non-offensive
RT @bodmonting: Instead of worry bout who that bitch fucking why don't you get you some money,Offensive
RT @bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;,Offensive
RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;,Non-offensive
RT @boss_sant: I don't like bitch niggaz and they don't like me &#128175; #Boss up,Offensive
RT @boss_sant: I would never trip over a bitch that aint mine &#128514;&#128514; niggas clowns man,Offensive
"RT @boujjhetto: When an irrelevant bitch dislikes u for no reason &#128133;
 http://t.co/sM1rsmOLEZ",Offensive
RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,Offensive
RT @breebree1731: What a bitch.,Offensive
"RT @breely216: The recommended serving size for brownies is ""all of them.""",Non-offensive
RT @brendacoyt_3: @Tonymartinezz15 &#128514;&#128514;&#128514;&#128514;&#128690; rolling deep af &#128072; I even got bitches running after me &#128690;&#128111;&#128514;&#128514;&#128514;&#128514;&#128557;,Offensive
RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,Offensive
RT @brianduroha1: Bitches ain't shit hoes ain't neither,Offensive
RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,Non-offensive
"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",Offensive
"RT @britnigiles_: don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;",Offensive
RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;,Offensive
RT @brookebrooklyn_: Spineless bitches in backless dressess,Offensive
"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",Offensive
RT @brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,Offensive
"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F",Offensive
RT @bryannaaaaaa_: I'll naturally slap the shit outa oomf that bitch talk to much.,Offensive
"RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to &#8230;",Non-offensive
RT @bubble_wrapMe: These hoes ain loyal,Offensive
"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",Offensive
"RT @bugattibeez: ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave",Offensive
RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,Offensive
"RT @bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;",Offensive
RT @bunnyasmin1125: I Still Be Craving An Oreo McFlurry b;,Non-offensive
RT @burnett_dainah: California Chrome bitches!!!!!!!!,Offensive
RT @burnthewitchxo: I probably am mentally retarded,Offensive
"RT @butter_obama: I love when @NICKIMINAJ say ""bitch I'm me"" &#128588;",Offensive
RT @bye_bye_byrdy: Weed ain't a drug! Its a fucking herb bitch!,Offensive
RT @cIavdia: wow well aren't you just a fucking cunt :),Offensive
"RT @callmekennn_: im not finna beg a nigga to fwm, nor will I beg a bitch to be my ""friend"" &#128514; fuck y'all thought?",Offensive
RT @calvin2000: Really? This is what's concerning him right now? MT @katiecouric: Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,Non-offensive
RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,Offensive
RT @camilleftansel: i've read the hunger games 12 times i am trash,Offensive
"RT @camxo__: &#8220;@Rosaalbae: Playstation is trash. Xbox is better&#8221; 
ya titties trash",Offensive
RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV,Offensive
"RT @captaincoximus: I'm like the bat signal, but for crazy bitches",Offensive
RT @carcarroni: @UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple,Offensive
RT @carharttdarlin: Trying to download iOS 8 but my phones a bitch,Offensive
"RT @carrielusch: You might be a liberal if you continue to trash America, claiming how horrible and evil it is, yet you refuse to leave",Offensive
"RT @carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""",Offensive
RT @carterreynolds: Austin Mahone is making bitches horny right now...,Offensive
RT @caseoftheKink: Some men say they&#8217;re afraid of having daughters bc they don&#8217;t want them to turn into &#8220;hoes&#8221; or w/e.,Offensive
RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan,Non-offensive
RT @caseytu88662466: Play pussy get fucked,Offensive
RT @caseytu88662466: Y these niggas on this hoe shit,Offensive
RT @cashflowHO: I'm too pretty for this &#128526;&#128129;&#128133; . Yall lil bitches can have the petty shit &#128080;&#128169;&#128128; .,Offensive
RT @cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou,Offensive
RT @castabignet: Some people are handed a bar of gold and all they can do is bitch about how heavy it is.,Non-offensive
"RT @causeweregirls: Bae: ""Go talk to your hoes""

Me: http://t.co/kKk5pSBv9F",Offensive
RT @ccancel14: Miserable bitches talk the most shit &#128514;&#9996;&#65039;,Offensive
"RT @ccobb1573: &#8220;@imFindDory: Can't spell slut without u, bitch.&#8221;",Offensive
RT @cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol,Offensive
"RT @cenopant: (she)s 
bro(was)ken
bec(a)use
s(side)he
beli(hoe)ved",Offensive
"RT @ceoo_97: &#8220;@POSlTlVEVlBE: a loyal girl truly does come with a smart mouth &amp; arguments,only a hoe will let you do as you please cause she&#8230;",Offensive
"RT @ceut: BushCo used to publicly trash ex-officials who wrote books - Snow, O'Neill, etc. Bet we won't hear PBO trashing Gates... #morning&#8230;",Non-offensive
RT @chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23,Offensive
RT @chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,Offensive
"RT @chanelpuke: me: goodnight moon 

moon: goodnight lil bitch",Offensive
RT @chaniiyyaa: Wayne really treat nicki like that's his bitch &#128564;&#128525;&#128553;....,Offensive
RT @charcharkuhlman: First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @victoriakuhlman &amp; @E&#8230;,Non-offensive
"RT @charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v""",Offensive
RT @charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville,Offensive
RT @chasemylovex: bitch u lame af.... get with the times and pop that ass RT @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;,Offensive
"RT @chaserojo: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.&#8230;",Offensive
RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,Offensive
"RT @chefpolio: ""I don't send nudes"" -- a bitch wit trash nudes",Offensive
"RT @chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG""",Offensive
"RT @chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;",Offensive
RT @chelseaxlaser: I really need to take my rose colored glasses off though. I gotta stop thinking everybody does shit with good intentions&#8230;,Offensive
RT @chelseypaige42: Bitches be begging for love &amp; loyalty when they've never giving it to anyone. Karma bitch&#128520;,Offensive
RT @chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.,Offensive
RT @cheyycheyy8: Rivers is seriously a bitch. Don't throw your hands around like a 5 year old bc something didn't go right. Lol,Offensive
RT @chicagobulls: Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho&#8230;,Non-offensive
RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;,Non-offensive
RT @chiko600: You think she bad well my bitch meaner &#128076;&#128527;,Offensive
"RT @chillRoppy: &#8220;@bvdgxl: &#8220;@TRILL_A_G: When bitches say ""darkskin niggas fuck the best"" this all I see......... http://t.co/2Z2jlzYJUM&#8221;

wo&#8230;",Offensive
"RT @chillin662: Boosie said he got a bitch from the Sip. #THOTs are gonna have ""Boosie's bitch in da Sip"" in their bio now #BETHipHopAwards&#8230;",Offensive
RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE,Non-offensive
RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,Non-offensive
RT @chillvitooo: &#8220;@__KillSwitch: Nigga damn &#128556;&#128563; https://t.co/m7gExESuag&#8221;LMFAO Dej Loaf got all these bitches getting TRYED&#128557;&#128557;&#128557;&#128557;&#128557;,Offensive
RT @chrisbegettinit: &#8220;@_100D: It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;&#8221;FORREAL THO THIS AIN NO LIE &#128175;,Offensive
RT @chrisgeidner: The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;,Non-offensive
RT @christeaa: Can't turn a hoe into a house wife babbyyy.,Offensive
RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga,Offensive
RT @churchofbasebal: And people say baseball is boring? #redskins,Non-offensive
RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,Offensive
"RT @chvmpagne: I can't stand you ""I don't text first"" ass bitches.",Offensive
"RT @chvmpagne: fat bitch: ""I'm thick"" http://t.co/LqXvllvzHJ",Offensive
RT @chvrchs: my rapper name would be nigger,Offensive
RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,Non-offensive
RT @cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago,Offensive
RT @ckillaTRIPPY: Im a knock the pussy out like fight night,Offensive
RT @cloudydino: Fuck with us and then we tweaking hoe,Offensive
RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.,Offensive
"RT @cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y",Offensive
RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;,Offensive
RT @cocainebungy: Mckean Mckean lol hate half the people there lol weird ass hoes lol corny ass food ( I still kill that shit doe ),Offensive
RT @cockyblackguy: When a hoe get outta line featuring @SsippiHippie cat http://t.co/vHGexgIPAs,Offensive
RT @cocoQTe: &#128514;&#128514;RT @supbishes: Lol RT @Joanna52011: &#128514;&#128557; RT @lettuceprey8: Just so u faggots know! http://t.co/bGhTSjipNe,Offensive
"RT @cokvne: Fuck twerking, bitch can you cook? &#128530;",Offensive
RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;,Offensive
RT @colin_weis: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with,Offensive
"RT @collegefession: ""All you need in life is bottles, bitches, and life lessons."" - Sam Houston State",Offensive
"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University",Offensive
"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;",Offensive
"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",Non-offensive
"RT @collegefession: ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook",Offensive
"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;",Offensive
RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,Offensive
RT @consciousfuck: lmao okay now let&#8217;s address pepsi pussy RT @Thotcho: Real niggas know http://t.co/ipedbpBjm5,Offensive
RT @consprcy_carrot: Blow shit up and get fatter. White trash love this holiday.,Offensive
RT @constantini_c: Who wants to be @ImFlyinJryan's 600 follower? Follow bitches! #cruze2014 #Pittsburgh,Offensive
RT @coolgirl71899: bitch act like she never seen a face mask #bitchplease http://t.co/uQQ0K8H89l,Offensive
"RT @copperpeony: @LibsHateUs @1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni&#8230;",Offensive
RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,Offensive
RT @corinne_sauer: You notice that im the real them other bitches is wack,Offensive
"RT @cosmeticJUNKiee: bitches be quick to say "" let me pull out my phone"" &#128514;&#128514;&#128514;",Offensive
"RT @cotydankh: ""are these hoes loyal?""

&#12288; N
&#12288;&#12288; O
&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288; .
&#12288;&#12288;&#12288;&#12288;.",Offensive
RT @cotydankh: don't make me pull out the pokeflute hoe http://t.co/yFN3PdMdy1,Offensive
RT @cpSqueak: each time I do it for ya I make that bad pussy behave,Offensive
"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;",Non-offensive
"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible.",Offensive
RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29,Offensive
RT @craigslistlove: some women just weren't blessed with a cotton candy pussy,Offensive
RT @crazygirlgab: Just eating animal crackers in sacrament! #17AndLovinIt,Non-offensive
RT @creativecarley: I'm such a bitch to you. Why do you stick around?,Offensive
RT @creepingsharia: Syrian Brought to US for &#8220;Democracy Training&#8221; Endorses&#160;Jihadis http://t.co/lfhCto8777,Non-offensive
RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol,Offensive
RT @crownkingz: Fuck these lancaster bitches they all the same,Offensive
"RT @crystalcheyenne: @WhiteboiColeman thought you were sleeping, bitch &#191;",Offensive
RT @cthagod: All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.,Offensive
RT @cthagod: Congress really is acting like a bunch of bitter bitches.You can't continue to refight an election you lost.Obama is President&#8230;,Offensive
RT @cthagod: Lance Stephenson trash talk didn't affect anybody but Lance Stephenson,Non-offensive
"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.",Offensive
"RT @cuposyrup: What females do on twitter:

1. Brag bout loyalty 
2. Call other females hoes
3. Song lyrics
4. Complain bout cramps
5. Twee&#8230;",Offensive
RT @curlyhairkilla: You gotta be a really weak bitch to let somebody's tweets offend you ...especially if you never met the person,Offensive
RT @cwissi: beanies for life &#9697;&#776;&#8413; http://t.co/iywPwmPGTu,Non-offensive
"RT @cyb3rvibes: &#8220;@SejlaSmajlovic: Funniest one lmfaoooo https://t.co/1WT6BBlIdp&#8221; ""swag bitch""",Offensive
RT @cyberbullouing: i fought 2 little bitch ass 6 yr olds over a month ago for those :''') http://t.co/rasgyuT6pJ,Offensive
RT @d1_imaginary23: Boys get thirsty and grimey for a girl no pussy getting ass niggas,Offensive
RT @daaamian_69: Derrick said if I cover my face and leave just my eyes visible I'll have tons of bitches,Offensive
